6600	wLMcigMzEe6bZKzeSAARIg==	5	Braaam Synth	mpx-minimoog template.performance			Orchestral;SFX;		Korg			1685923130	1722634071	1722634071	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6601	uShsPhMHEe6SRw4Iu8O6PA==	5	Weave Dream Split	mono-poly template.performance			Lead;Pad;		Huston Singletary			1687663438	1721259494	1721259494	0		0	multi/poly	0	0	0	0	Pad and Solo split with artifacts and a rythmic pulse on Mod Knob 4.	0	0	Mpx		1
6602	yh8VmgzxEe6sv6zeSAARIg==	5	80's VHS Strings 	mono-poly template.performance			Strings;Synth;		Airwave			1686994311	1721259494	1721259494	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6603	a0RFVA0KEe6omazeSAARIg==	5	Acid Duet	mono-poly template.performance			Seq;Rhythm Hard;		Airwave			1687004889	1722558742	1722558742	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6604	0yprIg68Ee6c/KzeSAARIg==	5	Aggressive Bass	mono-poly template.performance			Bass;Synth;		Airwave			1687191465	1722980516	1722980516	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6605	qjvcGgqhEe6MC6zeSAARIg==	5	Back 2 W3rk Combo	mono-poly template.performance			Seq;Drums;		Airwave			1686739995	1721259495	1721259495	0		0	multi/poly	0	0	0	0	C3 for the W3rkBeat	0	0	Mpx		1
6606	v51kfPQBEe2CV6zeSAARIg==	5	Belleville x Berlin	mono-poly template.performance			Rhythm Hard;Arpeggio;		Airwave			1684252386	1721259496	1721259496	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6607	pryKThNcEe6DdazeSAARIg==	5	Calypsequencer	mono-poly template.performance			Seq;Synth;		Airwave			1687699915	1722634744	1722634744	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6608	Vj4aOA4CEe6DTKzeSAARIg==	5	Coffee & Contemplation	mono-poly template.performance			Pad;Strings;		Airwave			1687111369	1721259496	1721259496	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6609	rlWvXgUNEe6AKazeSAARIg==	5	Concorde 1979	mono-poly template.performance			Seq;Synth;		Airwave			1686126681	1722637534	1722637534	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6610	rb+hqv41Ee2YQqzeSAARIg==	5	Les Fleurs D'Amour	mono-poly template.performance			Seq;Just 4 Fun;		Airwave			1685374202	1721259497	1721259497	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6611	HntrEAqlEe6rLazeSAARIg==	5	Transistor Organ	mono-poly template.performance			Piano/Keys;Synth;		Airwave			1686741479	1721259498	1721259498	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6612	48IFvvg5EemtRS4JQEqP7Q==	5	2600 Thriller Bass				Bass;None;		Bill Barton			1709528784	1721259498	1721259498	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6613	tpPnlDTXEe+JD5KzbW60mg==	5	Deep Bass	mono-poly template.performance			Bass;None;		Dan Phillips			1719528655	1721259498	1721259498	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
