1594	XpWVglngEe+pEHDNYKrNDg==	5	Bubbles MW Flutter (8v)				Bell/Mallet;SFX;		"Peter ""Ski"" Schwartz"			1723600566	1723620328	1723620328	0		0	ART-Z 2600 (8v)	0	0	0	0	MW controls frequency (speed) of VCO2 which is used as square wave LFO to create the stutter/flutter effect. 	0	0	Arp2600		0
1595	JPpybE19Ee+lfnDNYKrNDg==	5	Bubbly Harmonics Dance				Seq;Rhythm Soft;		"Peter ""Ski"" Schwartz"			1722238535	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW = LFO > Filter Mod  :)	0	0	Arp2600		0
1596	GV9KmFeOEe+Aj3DNYKrNDg==	5	Cathedral 4' Lead				Organ;None;		"Peter ""Ski"" Schwartz"			1723345329	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW = fades out lower-pitched pipes	0	0	Arp2600		0
1597	bUN8XFngEe+wUnDNYKrNDg==	5	Cathedral 4' Lead (8v)				Organ;None;		"Peter ""Ski"" Schwartz"			1723600591	1723620331	1723620331	0		0	ART-Z 2600 (8v)	0	0	0	0	MW = fades out lower-pitched pipes	0	0	Arp2600		0
1598	THQ1zFX2Ee+eAHDNYKrNDg==	5	Cathedral Full				Organ;None;		"Peter ""Ski"" Schwartz"			1723170180	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW changes registration, drops lowest pipe and changes harmonic mixture	0	0	Arp2600		0
1599	dthYHlngEe+cRHDNYKrNDg==	5	Cathedral Full (8v)				Organ;None;		"Peter ""Ski"" Schwartz"			1723600607	1723620333	1723620333	0		0	ART-Z 2600 (8v)	0	0	0	0	MW changes registration, drops lowest pipe and changes harmonic mixture	0	0	Arp2600		0
1600	aCNK+FX+Ee+FVHDNYKrNDg==	5	Cathedral Harmonics				Organ;None;		"Peter ""Ski"" Schwartz"			1723173662	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW = fades out lowest octave so that only harmonic pipes are heard	0	0	Arp2600		0
1601	e8fTVFngEe+e1nDNYKrNDg==	5	Cathedral Harmonics (8v)				Organ;None;		"Peter ""Ski"" Schwartz"			1723600615	1723620335	1723620335	0		0	ART-Z 2600 (8v)	0	0	0	0	MW = fades out lowest octave so that only harmonic pipes are heard	0	0	Arp2600		0
1602	DpNcXleNEe+gGHDNYKrNDg==	5	Cathedral RIch				Organ;None;		"Peter ""Ski"" Schwartz"			1723344881	1723679804	1723679804	0		0	ART-Z 2600	0	0	0	0	MW = fades out higher pitched pipes	0	0	Arp2600		0
1603	gsCWMlngEe+idHDNYKrNDg==	5	Cathedral RIch (8v)				Organ;None;		"Peter ""Ski"" Schwartz"			1723600627	1723679788	1723679788	0		0	ART-Z 2600 (8v)	0	0	0	0	MW = fades out higher pitched pipes	0	0	Arp2600		0
